timestamp,latitude,longitude,altitude,waypoint_segment,segment_distance_nm,distance_in_segment_nm,cumulative_distance_nm,total_route_distance_nm
300,4.288056,106.213056,39637.0,MABLI-MUMSO,52.22,0.0,0.0,180.85
310,4.277699,106.20029,39274.0,MABLI-MUMSO,52.22,0.99,0.99,180.85
320,4.267343,106.187525,38911.0,MABLI-MUMSO,52.22,1.97,1.97,180.85
330,4.256986,106.17476,38548.0,MABLI-MUMSO,52.22,2.96,2.96,180.85
340,4.246629,106.161996,38185.0,MABLI-MUMSO,52.22,3.94,3.94,180.85
350,4.236272,106.149232,37822.0,MABLI-MUMSO,52.22,4.93,4.93,180.85
360,4.225914,106.136468,37459.0,MABLI-MUMSO,52.22,5.91,5.91,180.85
370,4.215557,106.123705,37096.0,MABLI-MUMSO,52.22,6.9,6.9,180.85
380,4.205199,106.110942,36733.0,MABLI-MUMSO,52.22,7.88,7.88,180.85
390,4.194841,106.098179,36370.0,MABLI-MUMSO,52.22,8.87,8.87,180.85
400,4.184482,106.085417,36007.0,MABLI-MUMSO,52.22,9.85,9.85,180.85
410,4.174124,106.072655,35644.0,MABLI-MUMSO,52.22,10.84,10.84,180.85
420,4.163765,106.059893,35281.0,MABLI-MUMSO,52.22,11.82,11.82,180.85
430,4.153406,106.047132,34918.0,MABLI-MUMSO,52.22,12.81,12.81,180.85
440,4.143047,106.034371,34555.0,MABLI-MUMSO,52.22,13.79,13.79,180.85
450,4.132688,106.02161,34192.0,MABLI-MUMSO,52.22,14.78,14.78,180.85
460,4.122329,106.00885,33829.0,MABLI-MUMSO,52.22,15.76,15.76,180.85
470,4.111969,105.99609,33466.0,MABLI-MUMSO,52.22,16.75,16.75,180.85
480,4.101609,105.98333,33103.0,MABLI-MUMSO,52.22,17.74,17.74,180.85
490,4.091249,105.970571,32740.0,MABLI-MUMSO,52.22,18.72,18.72,180.85
500,4.080889,105.957812,32377.0,MABLI-MUMSO,52.22,19.71,19.71,180.85
510,4.070528,105.945053,32014.0,MABLI-MUMSO,52.22,20.69,20.69,180.85
520,4.060167,105.932295,31651.0,MABLI-MUMSO,52.22,21.68,21.68,180.85
530,4.049807,105.919537,31288.0,MABLI-MUMSO,52.22,22.66,22.66,180.85
540,4.039445,105.906779,30925.0,MABLI-MUMSO,52.22,23.65,23.65,180.85
550,4.029084,105.894022,30562.0,MABLI-MUMSO,52.22,24.63,24.63,180.85
560,4.018723,105.881265,30199.0,MABLI-MUMSO,52.22,25.62,25.62,180.85
570,4.008361,105.868508,29836.0,MABLI-MUMSO,52.22,26.6,26.6,180.85
580,3.997999,105.855752,29473.0,MABLI-MUMSO,52.22,27.59,27.59,180.85
590,3.987637,105.842996,29110.0,MABLI-MUMSO,52.22,28.57,28.57,180.85
600,3.977275,105.83024,29000.0,MABLI-MUMSO,52.22,29.56,29.56,180.85
610,3.966912,105.817484,29000.0,MABLI-MUMSO,52.22,30.54,30.54,180.85
620,3.95655,105.804729,29000.0,MABLI-MUMSO,52.22,31.53,31.53,180.85
630,3.946187,105.791974,29000.0,MABLI-MUMSO,52.22,32.51,32.51,180.85
640,3.935824,105.77922,29000.0,MABLI-MUMSO,52.22,33.5,33.5,180.85
650,3.92546,105.766466,29000.0,MABLI-MUMSO,52.22,34.49,34.49,180.85
660,3.915097,105.753712,29000.0,MABLI-MUMSO,52.22,35.47,35.47,180.85
670,3.904733,105.740959,29000.0,MABLI-MUMSO,52.22,36.46,36.46,180.85
680,3.894369,105.728205,29000.0,MABLI-MUMSO,52.22,37.44,37.44,180.85
690,3.884005,105.715452,29000.0,MABLI-MUMSO,52.22,38.43,38.43,180.85
700,3.873641,105.7027,29000.0,MABLI-MUMSO,52.22,39.41,39.41,180.85
710,3.863277,105.689948,29000.0,MABLI-MUMSO,52.22,40.4,40.4,180.85
720,3.852912,105.677196,29000.0,MABLI-MUMSO,52.22,41.38,41.38,180.85
730,3.842547,105.664444,29000.0,MABLI-MUMSO,52.22,42.37,42.37,180.85
740,3.832182,105.651693,29000.0,MABLI-MUMSO,52.22,43.35,43.35,180.85
750,3.821817,105.638942,29000.0,MABLI-MUMSO,52.22,44.34,44.34,180.85
760,3.811452,105.626191,29000.0,MABLI-MUMSO,52.22,45.32,45.32,180.85
770,3.801086,105.61344,29000.0,MABLI-MUMSO,52.22,46.31,46.31,180.85
780,3.79072,105.60069,29000.0,MABLI-MUMSO,52.22,47.29,47.29,180.85
790,3.780354,105.587941,29000.0,MABLI-MUMSO,52.22,48.28,48.28,180.85
800,3.769988,105.575191,29000.0,MABLI-MUMSO,52.22,49.26,49.26,180.85
810,3.759622,105.562442,29000.0,MABLI-MUMSO,52.22,50.25,50.25,180.85
820,3.749256,105.549693,29000.0,MABLI-MUMSO,52.22,51.23,51.23,180.85
830,3.738889,105.536944,29000.0,MABLI-MUMSO,52.22,52.22,52.22,180.85
840,3.738889,105.536944,29000.0,MUMSO-MABAL,25.24,0.0,52.22,180.85
850,3.728291,105.523863,29000.0,MUMSO-MABAL,25.24,1.01,53.23,180.85
860,3.717693,105.510782,29000.0,MUMSO-MABAL,25.24,2.02,54.24,180.85
870,3.707095,105.497701,29000.0,MUMSO-MABAL,25.24,3.03,55.25,180.85
880,3.696497,105.48462,29000.0,MUMSO-MABAL,25.24,4.04,56.26,180.85
890,3.685898,105.47154,29000.0,MUMSO-MABAL,25.24,5.05,57.27,180.85
900,3.6753,105.45846,29000.0,MUMSO-MABAL,25.24,6.06,58.28,180.85
910,3.664701,105.445381,29000.0,MUMSO-MABAL,25.24,7.07,59.29,180.85
920,3.654102,105.432301,29000.0,MUMSO-MABAL,25.24,8.08,60.3,180.85
930,3.643502,105.419222,29000.0,MUMSO-MABAL,25.24,9.09,61.31,180.85
940,3.632903,105.406144,29000.0,MUMSO-MABAL,25.24,10.1,62.32,180.85
950,3.622303,105.393065,29000.0,MUMSO-MABAL,25.24,11.1,63.33,180.85
960,3.611704,105.379987,29000.0,MUMSO-MABAL,25.24,12.11,64.33,180.85
970,3.601103,105.36691,29000.0,MUMSO-MABAL,25.24,13.12,65.34,180.85
980,3.590503,105.353832,29000.0,MUMSO-MABAL,25.24,14.13,66.35,180.85
990,3.579903,105.340755,29000.0,MUMSO-MABAL,25.24,15.14,67.36,180.85
