,0
4.28805,106.21299722222223
3.90445,106.57083055555556
3.561383333333333,106.9261638888889
2.92055,107.6855
2.5,105.5
2.659716666666667,104.84117222222223
2.618655555555556,104.72901944444445
3.1297222222,104.2163888889
3.6116666667,104.33
4.07583333333,105.795
4.28805,106.21299722222223
