timestamp,latitude,longitude,altitude,waypoint_segment,segment_distance_nm,distance_in_segment_nm,cumulative_distance_nm,total_route_distance_nm
1120,3.503889,105.805,35000.0,ELGOR-LEBIN,23.79,0.0,63.91,167.22
1130,3.492895,105.817337,35000.0,ELGOR-LEBIN,23.79,0.99,64.9,167.22
1140,3.481902,105.829673,35000.0,ELGOR-LEBIN,23.79,1.98,65.9,167.22
1150,3.470908,105.842009,35000.0,ELGOR-LEBIN,23.79,2.97,66.89,167.22
1160,3.459914,105.854345,35000.0,ELGOR-LEBIN,23.79,3.96,67.88,167.22
1170,3.448919,105.86668,35000.0,ELGOR-LEBIN,23.79,4.96,68.87,167.22
1180,3.437925,105.879015,35000.0,ELGOR-LEBIN,23.79,5.95,69.86,167.22
1190,3.426931,105.89135,35000.0,ELGOR-LEBIN,23.79,6.94,70.85,167.22
1200,3.415936,105.903685,35000.0,ELGOR-LEBIN,23.79,7.93,71.84,167.22
1210,3.404941,105.916019,35000.0,ELGOR-LEBIN,23.79,8.92,72.83,167.22
1220,3.393946,105.928353,35000.0,ELGOR-LEBIN,23.79,9.91,73.82,167.22
1230,3.382951,105.940687,35000.0,ELGOR-LEBIN,23.79,10.9,74.82,167.22
1240,3.371956,105.95302,35000.0,ELGOR-LEBIN,23.79,11.89,75.81,167.22
1250,3.36096,105.965353,35000.0,ELGOR-LEBIN,23.79,12.88,76.8,167.22
1260,3.349965,105.977686,35000.0,ELGOR-LEBIN,23.79,13.88,77.79,167.22
1270,3.338969,105.990019,35000.0,ELGOR-LEBIN,23.79,14.87,78.78,167.22
1280,3.327973,106.002351,35000.0,ELGOR-LEBIN,23.79,15.86,79.77,167.22
1290,3.316977,106.014683,35000.0,ELGOR-LEBIN,23.79,16.85,80.76,167.22
1300,3.305981,106.027015,35000.0,ELGOR-LEBIN,23.79,17.84,81.75,167.22
1310,3.294984,106.039346,35000.0,ELGOR-LEBIN,23.79,18.83,82.74,167.22
1320,3.283988,106.051678,35000.0,ELGOR-LEBIN,23.79,19.82,83.73,167.22
1330,3.272991,106.064009,35000.0,ELGOR-LEBIN,23.79,20.81,84.73,167.22
1340,3.261994,106.076339,35000.0,ELGOR-LEBIN,23.79,21.8,85.72,167.22
1350,3.250997,106.08867,35000.0,ELGOR-LEBIN,23.79,22.8,86.71,167.22
1360,3.24,106.101,35000.0,ELGOR-LEBIN,23.79,23.79,87.7,167.22
1370,3.24,106.101,35000.0,LEBIN-OMLIV,29.3,0.0,87.7,167.22
1380,3.229335,106.113304,35000.0,LEBIN-OMLIV,29.3,0.98,88.68,167.22
1390,3.218671,106.125607,35000.0,LEBIN-OMLIV,29.3,1.95,89.65,167.22
1400,3.208006,106.13791,35000.0,LEBIN-OMLIV,29.3,2.93,90.63,167.22
1410,3.197341,106.150213,35000.0,LEBIN-OMLIV,29.3,3.91,91.61,167.22
1420,3.186676,106.162516,35000.0,LEBIN-OMLIV,29.3,4.88,92.58,167.22
1430,3.17601,106.174818,35000.0,LEBIN-OMLIV,29.3,5.86,93.56,167.22
1440,3.165345,106.18712,35000.0,LEBIN-OMLIV,29.3,6.84,94.54,167.22
1450,3.154679,106.199422,35000.0,LEBIN-OMLIV,29.3,7.81,95.51,167.22
1460,3.144013,106.211723,35000.0,LEBIN-OMLIV,29.3,8.79,96.49,167.22
1470,3.133348,106.224025,35000.0,LEBIN-OMLIV,29.3,9.77,97.47,167.22
1480,3.122682,106.236326,35000.0,LEBIN-OMLIV,29.3,10.74,98.44,167.22
1490,3.112015,106.248627,35000.0,LEBIN-OMLIV,29.3,11.72,99.42,167.22
1500,3.101349,106.260927,35000.0,LEBIN-OMLIV,29.3,12.7,100.4,167.22
1510,3.090683,106.273228,35000.0,LEBIN-OMLIV,29.3,13.67,101.37,167.22
1520,3.080016,106.285528,35000.0,LEBIN-OMLIV,29.3,14.65,102.35,167.22
1530,3.069349,106.297828,35000.0,LEBIN-OMLIV,29.3,15.63,103.33,167.22
1540,3.058682,106.310127,35000.0,LEBIN-OMLIV,29.3,16.6,104.3,167.22
1550,3.048015,106.322427,35000.0,LEBIN-OMLIV,29.3,17.58,105.28,167.22
1560,3.037348,106.334726,35000.0,LEBIN-OMLIV,29.3,18.56,106.26,167.22
1570,3.026681,106.347025,35000.0,LEBIN-OMLIV,29.3,19.53,107.23,167.22
1580,3.016013,106.359323,35000.0,LEBIN-OMLIV,29.3,20.51,108.21,167.22
1590,3.005346,106.371622,35000.0,LEBIN-OMLIV,29.3,21.49,109.19,167.22
1600,2.994678,106.38392,35000.0,LEBIN-OMLIV,29.3,22.46,110.16,167.22
1610,2.98401,106.396218,35000.0,LEBIN-OMLIV,29.3,23.44,111.14,167.22
1620,2.973342,106.408515,35000.0,LEBIN-OMLIV,29.3,24.42,112.12,167.22
1630,2.962674,106.420813,35000.0,LEBIN-OMLIV,29.3,25.39,113.09,167.22
1640,2.952006,106.43311,35000.0,LEBIN-OMLIV,29.3,26.37,114.07,167.22
1650,2.941337,106.445407,35000.0,LEBIN-OMLIV,29.3,27.35,115.05,167.22
1660,2.930669,106.457704,35000.0,LEBIN-OMLIV,29.3,28.32,116.02,167.22
1670,2.92,106.47,35000.0,LEBIN-OMLIV,29.3,29.3,117.0,167.22
1680,2.92,106.47,35000.0,OMLIV-BOBOB,50.22,0.0,117.0,167.22
1690,2.909186,106.482348,35000.0,OMLIV-BOBOB,50.22,0.98,117.99,167.22
1700,2.898372,106.494695,35000.0,OMLIV-BOBOB,50.22,1.97,118.97,167.22
1710,2.887558,106.507042,35000.0,OMLIV-BOBOB,50.22,2.95,119.95,167.22
1720,2.876744,106.519389,35000.0,OMLIV-BOBOB,50.22,3.94,120.94,167.22
1730,2.86593,106.531736,35000.0,OMLIV-BOBOB,50.22,4.92,121.92,167.22
1740,2.855115,106.544082,35000.0,OMLIV-BOBOB,50.22,5.91,122.91,167.22
1750,2.8443,106.556428,35000.0,OMLIV-BOBOB,50.22,6.89,123.89,167.22
1760,2.833486,106.568774,35000.0,OMLIV-BOBOB,50.22,7.88,124.88,167.22
1770,2.822671,106.58112,35000.0,OMLIV-BOBOB,50.22,8.86,125.86,167.22
1780,2.811856,106.593466,35000.0,OMLIV-BOBOB,50.22,9.85,126.85,167.22
1790,2.801041,106.605811,35000.0,OMLIV-BOBOB,50.22,10.83,127.83,167.22
1800,2.790225,106.618156,35000.0,OMLIV-BOBOB,50.22,11.82,128.82,167.22
1810,2.77941,106.630501,35000.0,OMLIV-BOBOB,50.22,12.8,129.8,167.22
1820,2.768594,106.642845,35000.0,OMLIV-BOBOB,50.22,13.79,130.79,167.22
1830,2.757779,106.65519,35000.0,OMLIV-BOBOB,50.22,14.77,131.77,167.22
1840,2.746963,106.667534,35000.0,OMLIV-BOBOB,50.22,15.76,132.76,167.22
1850,2.736147,106.679878,35000.0,OMLIV-BOBOB,50.22,16.74,133.74,167.22
1860,2.725331,106.692221,35000.0,OMLIV-BOBOB,50.22,17.73,134.73,167.22
1870,2.714515,106.704565,35000.0,OMLIV-BOBOB,50.22,18.71,135.71,167.22
1880,2.703698,106.716908,35000.0,OMLIV-BOBOB,50.22,19.7,136.7,167.22
1890,2.692882,106.729251,35000.0,OMLIV-BOBOB,50.22,20.68,137.68,167.22
1900,2.682065,106.741594,35000.0,OMLIV-BOBOB,50.22,21.66,138.66,167.22
1910,2.671249,106.753937,35000.0,OMLIV-BOBOB,50.22,22.65,139.65,167.22
1920,2.660432,106.766279,35000.0,OMLIV-BOBOB,50.22,23.63,140.63,167.22
1930,2.649615,106.778621,35000.0,OMLIV-BOBOB,50.22,24.62,141.62,167.22
1940,2.638798,106.790963,35000.0,OMLIV-BOBOB,50.22,25.6,142.6,167.22
1950,2.627981,106.803305,35000.0,OMLIV-BOBOB,50.22,26.59,143.59,167.22
1960,2.617163,106.815646,35000.0,OMLIV-BOBOB,50.22,27.57,144.57,167.22
1970,2.606346,106.827988,35000.0,OMLIV-BOBOB,50.22,28.56,145.56,167.22
1980,2.595529,106.840329,35000.0,OMLIV-BOBOB,50.22,29.54,146.54,167.22
1990,2.584711,106.85267,35000.0,OMLIV-BOBOB,50.22,30.53,147.53,167.22
2000,2.573893,106.86501,35000.0,OMLIV-BOBOB,50.22,31.51,148.51,167.22
2010,2.563075,106.877351,35000.0,OMLIV-BOBOB,50.22,32.5,149.5,167.22
2020,2.552257,106.889691,35000.0,OMLIV-BOBOB,50.22,33.48,150.48,167.22
2030,2.541439,106.902031,35000.0,OMLIV-BOBOB,50.22,34.47,151.47,167.22
2040,2.530621,106.914371,35000.0,OMLIV-BOBOB,50.22,35.45,152.45,167.22
2050,2.519802,106.926711,35000.0,OMLIV-BOBOB,50.22,36.44,153.44,167.22
2060,2.508984,106.93905,35000.0,OMLIV-BOBOB,50.22,37.42,154.42,167.22
2070,2.498165,106.951389,35000.0,OMLIV-BOBOB,50.22,38.41,155.41,167.22
2080,2.487347,106.963728,35000.0,OMLIV-BOBOB,50.22,39.39,156.39,167.22
2090,2.476528,106.976067,35000.0,OMLIV-BOBOB,50.22,40.37,157.38,167.22
2100,2.465709,106.988406,35000.0,OMLIV-BOBOB,50.22,41.36,158.36,167.22
2110,2.45489,107.000744,35000.0,OMLIV-BOBOB,50.22,42.34,159.34,167.22
2120,2.444071,107.013082,35000.0,OMLIV-BOBOB,50.22,43.33,160.33,167.22
2130,2.433251,107.02542,35000.0,OMLIV-BOBOB,50.22,44.31,161.31,167.22
2140,2.422432,107.037758,35000.0,OMLIV-BOBOB,50.22,45.3,162.3,167.22
2150,2.411612,107.050096,35000.0,OMLIV-BOBOB,50.22,46.28,163.28,167.22
2160,2.400793,107.062433,35000.0,OMLIV-BOBOB,50.22,47.27,164.27,167.22
2170,2.389973,107.074771,35000.0,OMLIV-BOBOB,50.22,48.25,165.25,167.22
2180,2.379153,107.087108,35000.0,OMLIV-BOBOB,50.22,49.24,166.24,167.22
2190,2.368333,107.099444,35000.0,OMLIV-BOBOB,50.22,50.22,167.22,167.22
2200,2.368333333333333,107.09944444444444,35000.0,OMLIV-BOBOB,50.22,50.22,167.22,167.22
